DeepSMILES	28	0.757	37	9
SMILES	31	0.756	41	10
SELFIES	30	0.732	41	11
AIS	22	0.537	41	19
SmilesPE	1	0.083	12	11
DeepSMILES	26	0.765	34	8
SMILES	33	0.786	42	9
SELFIES	32	0.762	42	10
AIS	26	0.619	42	16
SmilesPE	2	0.167	12	10
DeepSMILES	35	0.795	44	9
SMILES	43	0.811	53	10
SELFIES	41	0.804	51	10
AIS	34	0.642	53	19
SmilesPE	1	0.071	14	13
DeepSMILES	98	0.916	107	9
SMILES	94	0.887	106	12
SELFIES	103	0.912	113	10
AIS	82	0.774	106	24
SmilesPE	12	0.308	39	27
DeepSMILES	35	0.814	43	8
SMILES	43	0.827	52	9
SELFIES	38	0.776	49	11
AIS	33	0.635	52	19
SmilesPE	2	0.154	13	11
DeepSMILES	52	0.881	59	7
SMILES	47	0.855	55	8
SELFIES	45	0.804	56	11
AIS	37	0.673	55	18
SmilesPE	3	0.2	15	12
DeepSMILES	19	0.704	27	8
SMILES	24	0.727	33	9
SELFIES	26	0.765	34	8
AIS	18	0.545	33	15
SmilesPE	1	0.111	9	8
DeepSMILES	43	0.754	57	14
SMILES	54	0.783	69	15
SELFIES	49	0.754	65	16
AIS	41	0.594	69	28
SmilesPE	0	0.0	19	19
DeepSMILES	25	0.758	33	8
SMILES	31	0.775	40	9
SELFIES	28	0.757	37	9
AIS	25	0.625	40	15
SmilesPE	2	0.182	11	9
DeepSMILES	36	0.783	46	10
SMILES	45	0.804	56	11
SELFIES	43	0.811	53	10
AIS	34	0.607	56	22
SmilesPE	3	0.188	16	13
