SmilesPE	0	0.0	7	7
DeepSMILES	6	0.4	15	9
SMILES	8	0.444	18	10
SELFIES	7	0.412	17	10
AIS	5	0.278	18	13
SmilesPE	1	0.125	8	7
DeepSMILES	38	0.76	50	12
SMILES	46	0.78	59	13
SELFIES	44	0.772	57	13
AIS	34	0.576	59	25
SmilesPE	1	0.062	16	15
DeepSMILES	43	0.741	58	15
SMILES	38	0.691	55	17
SELFIES	35	0.648	54	19
AIS	27	0.491	55	28
SmilesPE	1	0.05	20	19
DeepSMILES	41	0.837	49	8
SMILES	43	0.827	52	9
SELFIES	35	0.745	47	12
AIS	34	0.654	52	18
SmilesPE	0	0.0	10	10
DeepSMILES	19	0.731	26	7
SMILES	21	0.724	29	8
SELFIES	17	0.654	26	9
AIS	13	0.448	29	16
SmilesPE	0	0.0	7	7
DeepSMILES	54	0.806	67	13
SMILES	48	0.774	62	14
SELFIES	45	0.714	63	18
AIS	38	0.613	62	24
SmilesPE	2	0.111	18	16
DeepSMILES	31	0.738	42	11
SMILES	36	0.75	48	12
SELFIES	34	0.739	46	12
AIS	26	0.542	48	22
SmilesPE	0	0.0	12	12
